id,dt,accel_x,accel_y,accel_z,accel_angle_x,accel_angle_y,accel_angle_z,angle_x,angle_y,angle_z
1238,0.031,2245.67,-967.67,18332.0,-3.0,-6.98,0.0,-3.44,-8.07,55.91
1239,0.028999997,2289.67,-991.66,18256.0,-3.09,-7.15,0.0,-3.52,-8.04,55.95
1240,0.031,2289.67,-1239.64,18376.0,-3.83,-7.09,0.0,-3.63,-8.03,56.0
1241,0.029999997,2401.67,-1115.64,18168.0,-3.48,-7.52,0.0,-3.67,-8.01,56.08
1242,0.029999997,2125.68,-775.64,18140.0,-2.43,-6.68,0.0,-3.65,-7.97,56.11
1243,0.029999997,2245.68,-1011.64,18352.0,-3.13,-6.97,0.0,-3.67,-7.97,56.13
1244,0.031,2301.67,-963.64,18264.0,-3.0,-7.18,0.0,-3.65,-8.02,56.16
1245,0.031,2441.67,-943.64,18172.0,-2.95,-7.65,0.0,-3.63,-8.06,56.19
1246,0.028999997,2129.66,-1075.65,18516.0,-3.3,-6.56,0.0,-3.59,-8.09,56.2
1247,0.031,2633.64,-1103.65,18072.0,-3.46,-8.28,0.0,-3.56,-8.22,56.23
1248,0.029999997,2329.62,-951.66,18348.0,-2.95,-7.23,0.0,-3.54,-8.34,56.27
1249,0.029999997,2257.62,-907.66,18228.0,-2.83,-7.06,0.0,-3.52,-8.34,56.3
1250,0.029999997,2521.6,-1031.66,18284.0,-3.2,-7.85,0.0,-3.51,-8.49,56.3
1251,0.031,2377.59,-735.66,17860.0,-2.34,-7.58,0.0,-3.52,-8.57,56.33
1252,0.029999997,2441.58,-843.66,17736.0,-2.7,-7.84,0.0,-3.51,-8.62,56.3
1253,0.029999997,2569.58,-951.67,17852.0,-3.02,-8.19,0.0,-3.45,-8.66,56.33
1254,0.029999997,2525.58,-767.67,17912.0,-2.43,-8.03,0.0,-3.47,-8.63,56.29
1255,0.031,2553.58,-791.67,18060.0,-2.49,-8.05,0.0,-3.42,-8.62,56.33
1256,0.028999997,2457.59,-783.68,18100.0,-2.46,-7.73,0.0,-3.37,-8.55,56.3
1257,0.031,2585.6,-935.68,18016.0,-2.94,-8.16,0.0,-3.38,-8.53,56.27
1258,0.029999997,2317.6,-855.69,18044.0,-2.69,-7.32,0.0,-3.32,-8.5,56.23
